Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name,Formatted_Address,Latitude,Longitude,Geocoding_Service,Geocoding_Status
,,air compressor,ITM-002679,Compressor,OC-013559,,001On00000OCsie,Service Provider,1/06/2025,"7 Dulwich Street,",Loganholme,QLD,4129,,,"7 Dulwich Street, Loganholme, QLD, 4129",-27.6811918,153.1939096,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013560,,001On00000OCsif,Service Provider,1/06/2025,The Crescent,Mildura,VIC,3500,,,"The Crescent, Mildura, VIC, 3500",-34.1969439,142.1742135,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013561,,001On00000OCsig,Service Provider,1/06/2025,"Unit 18, 40 Ricketts Rd",MOUNT WAVERLEY,VIC,3149,,,"Unit 18, 40 Ricketts Rd, MOUNT WAVERLEY, VIC, 3149",-37.8964149,145.13429,photon,success
,,air compressor,ITM-002679,Compressor,OC-013563,,001On00000OCsih,Service Provider,1/06/2025,"Unit  19a, 75 Lorimer Street",DOCKLANDS,VIC,3008,,,"Unit  19a, 75 Lorimer Street, DOCKLANDS, VIC, 3008",,,,failed
,,air compressor,ITM-002679,Compressor,OC-013564,,001On00000OCsii,Service Provider,1/06/2025,62 ASHFORD AVE,MILPERRA,nsw,2214,,,"62 ASHFORD AVE, MILPERRA, nsw, 2214",-33.9347992,150.9894234,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013570,,001On00000OCsij,Service Provider,1/06/2025,WAREHOUSE 2 1 Capital Place,Carrum Downs,VIC,3201,,,"WAREHOUSE 2 1 Capital Place, Carrum Downs, VIC, 3201",-38.0914761,145.1615692,photon,success
,,air compressor,ITM-002679,Compressor,OC-013573,,001On00000OCsik,Service Provider,1/06/2025,158 Coonawarra Road,WINNELLIE,NT,821,,,"158 Coonawarra Road, WINNELLIE, NT, 821",-12.4303058,130.8816708,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013587,,001On00000OCsil,Service Provider,1/06/2025,6 Parkland Road,Osborne Park ,WA,6017,,,"6 Parkland Road, Osborne Park, WA, 6017",-31.9170946,115.8152838,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013588,,001On00000OCsim,Service Provider,1/06/2025,"Unit 5, 7 Fannie Bay Place",Fannie Bay,NT,820,,,"Unit 5, 7 Fannie Bay Place, Fannie Bay, NT, 820",,,,failed
,,air compressor,ITM-002679,Compressor,OC-013593,,001On00000OCsin,Service Provider,1/06/2025,88 Hanson Road,Gladstone Central,QLD,4680,,,"88 Hanson Road, Gladstone Central, QLD, 4680",-23.8402717,151.2440566,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013596,,001On00000OCsip,Service Provider,1/06/2025,"Unit 7, 31 Jessop Crescent",BERRIMAH,NT,828,,,"Unit 7, 31 Jessop Crescent, BERRIMAH, NT, 828",,,,failed
,,air compressor,ITM-002679,Compressor,OC-013598,,001On00000OCsir,Service Provider,1/06/2025,12 Woodlands Avenue,Sassfras,VIC,3787,,,"12 Woodlands Avenue, Sassfras, VIC, 3787",-37.8710617,145.3533808,photon,success
,,air compressor,ITM-002679,Compressor,OC-013603,,001On00000OCsis,Service Provider,1/06/2025,35 - 37 Maxwell Road,POORAKA,SA,5095,,,"35 - 37 Maxwell Road, POORAKA, SA, 5095",-34.8103099,138.6336816,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013606,,001On00000OCsit,Service Provider,1/06/2025,24-26 Rendle Street,AITKENVALE,QLD,4814,,,"24-26 Rendle Street, AITKENVALE, QLD, 4814",-19.2919753,146.7697473,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013607,,001On00000OCsiu,Service Provider,1/06/2025,"Unit 18, 26 Park Road",Mulgrave,NSW,2756,,,"Unit 18, 26 Park Road, Mulgrave, NSW, 2756",,,,failed
,,air compressor,ITM-002679,Compressor,OC-013611,,001On00000OCsiv,Service Provider,1/06/2025,82 Warren Road,Narromine,NSW,2821,,,"82 Warren Road, Narromine, NSW, 2821",-32.2232795,148.2375591,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013613,,001On00000OCsix,Service Provider,1/06/2025,5 Railway Ave,Bright,VIC ,3741,,,"5 Railway Ave, Bright, VIC, 3741",-36.7299452,146.9583978,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013625,,001On00000OCsj3,Service Provider,1/06/2025,1585 Dandenong Hastings Rd,Langwarrin,VIC,3910,,,"1585 Dandenong Hastings Rd, Langwarrin, VIC, 3910",-38.1753097,145.2201005,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013549,,001On00000OCsj4,Service Provider,1/06/2025,13 Lee Ann Crescent,Croydon,VIC,3136,,,"13 Lee Ann Crescent, Croydon, VIC, 3136",-37.7767978,145.3014645,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013632,,001On00000OCsj6,Service Provider,1/06/2025,31 Optic Way, Carrum Downs ,VIC ,3201,,,"31 Optic Way, Carrum Downs, VIC, 3201",-38.0868947,145.1757472,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013634,,001On00000OCsj7,Service Provider,1/06/2025,3 Perkin Court,Dandenong,VIC ,3175,,,"3 Perkin Court, Dandenong, VIC, 3175",-37.9735978,145.2032166,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013637,,001On00000OCsj8,Service Provider,1/06/2025,M27/2 Cowpasture Pl,Wetherill Park,NSW,2164,,,"M27/2 Cowpasture Pl, Wetherill Park, NSW, 2164",,,,failed
,,air compressor,ITM-002679,Compressor,OC-013639,,001On00000OCsj9,Service Provider,1/06/2025,8-10 Bray Avenue,TORRENSVILLE,SA,5031,,,"8-10 Bray Avenue, TORRENSVILLE, SA, 5031",-34.9165505,138.5561745,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013640,,001On00000OCsjA,Service Provider,1/06/2025,15/9 Mirra Crt,Bundoora,VIC,3083,,,"15/9 Mirra Crt, Bundoora, VIC, 3083",-37.7029802,145.0699026,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013642,,001On00000OCsjB,Service Provider,1/06/2025,21/1488 Ferntree Gully Rd,Knoxfield,VIC,3180,,,"21/1488 Ferntree Gully Rd, Knoxfield, VIC, 3180",-37.8988533,145.2432996,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013510,,001On00000OCsjF,Item Supplier,1/06/2025,62 Industrial Drive,North Boambee Valley,NSW,2450,,,"62 Industrial Drive, North Boambee Valley, NSW, 2450",-30.3126211,153.0847312,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013523,,001On00000OCsjJ,Manufacturer,1/06/2025,19 Simpson Street,Moorabbin East,VIC,3093,,,"19 Simpson Street, Moorabbin East, VIC, 3093",-37.9477117,145.0760834,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013529,,001On00000OCsjO,Manufacturer,1/06/2025,12 McKechnie Drive,Eight Mile Plains,QLD,4113,,,"12 McKechnie Drive, Eight Mile Plains, QLD, 4113",-27.5772931,153.0968327,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013515,,001On00000OCsjY,Item Supplier,1/06/2025,420 Bilsen Road,GEEBUNG,QLD,4034,,,"420 Bilsen Road, GEEBUNG, QLD, 4034",-27.3711504,153.0558211,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013538,,001On00000OCsjb,Service Provider,1/06/2025,21/1488 Ferntree Gully Rd,Knoxfield,VIC,3180,,,"21/1488 Ferntree Gully Rd, Knoxfield, VIC, 3180",-37.8988533,145.2432996,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013562,,001On00000OCsjd,Service Provider,1/06/2025,"Unit 2, 67 Export Drive",East Arm,NT,822,,,"Unit 2, 67 Export Drive, East Arm, NT, 822",,,,failed
,,air compressor,ITM-002679,Compressor,OC-013580,,001On00000OCsje,Service Provider,1/06/2025,11 Cousin Street,Winnellie,NT,820,,,"11 Cousin Street, Winnellie, NT, 820",-12.4275839,130.8722609,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013586,,001On00000OCsjf,Service Provider,1/06/2025,62 Industrial Drive,North Boambee Valley,NSW,2450,,,"62 Industrial Drive, North Boambee Valley, NSW, 2450",-30.3126211,153.0847312,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013631,,001On00000OCsjg,Service Provider,1/06/2025,2 Arctic Court,KEYSBOROUGH,VIC,3173,,,"2 Arctic Court, KEYSBOROUGH, VIC, 3173",-38.0163041,145.184602,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013519,,001On00000OCsjh,Item Supplier,1/06/2025,10 Watervale Drive,Green Fields,SA,5107,,,"10 Watervale Drive, Green Fields, SA, 5107",-34.7965066,138.6052323,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013525,,001On00000OCsji,Manufacturer,1/06/2025,1-7 REDWOOD DRIVE,DINGLEY,VIC,3172,,,"1-7 REDWOOD DRIVE, DINGLEY, VIC, 3172",-37.9837202,145.1114522,nominatim,success
,,air compressor,ITM-002679,Compressor,OC-013535,,001On00000OCsjj,Parts Supplier,1/06/2025,19 Simpson Street,Moorabbin East,VIC,3093,,,"19 Simpson Street, Moorabbin East, VIC, 3093",-37.9477117,145.0760834,nominatim,success
Subtotal,Count,153,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,,,,,,skipped
DITM-000468,,mechanical - chillers,ITM-002719,Chiller,OC-013477,,0012t000002XWuU,Service Provider,1/06/2025,7 Mint St,Wodonga,VIC,3690,SM-000437,HVAC,"7 Mint St, Wodonga, VIC, 3690",-36.1235733,146.8970813,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013499,,0015K0000044tU7,Service Provider,1/06/2025,92 Archies Creek Road,Archies Creek,VIC,3995,,,"92 Archies Creek Road, Archies Creek, VIC, 3995",-38.548363,145.5636441,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013446,,0015K000004DKeU,Service Provider,1/06/2025,76 Heathcote Road,Moorebank,New South Wales,2170,,,"76 Heathcote Road, Moorebank, New South Wales, 2170",-33.9284179,150.9310419,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013398,,0015K000004DpOu,Service Provider,1/06/2025,Abbott Road,Hallam,VIC,3803,,,"Abbott Road, Hallam, VIC, 3803",-38.0098256,145.2639429,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013457,,0015K000004P53J,Service Provider,1/06/2025,"Cnr Strickland Rd &, Beischer St",East Bendigo,VIC,3550,,,"Cnr Strickland Rd &, Beischer St, East Bendigo, VIC, 3550",,,,failed
,,mechanical - chillers,ITM-002719,Chiller,OC-013466,,0015K000004SS0b,Service Provider,1/06/2025,14 Trade Place,Vermont,VIC,3133,,,"14 Trade Place, Vermont, VIC, 3133",-37.8343578,145.1860016,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013452,,0015K000004cgLM,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013429,,0015K000004frvl,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013345,,0015K000004gFg5,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013404,,0019s000002QxIK,Service Provider,1/06/2025,Factory 1 210-218 Boundary Road,Braeside,VIC,3195,,,"Factory 1 210-218 Boundary Road, Braeside, VIC, 3195",,,,failed
,,mechanical - chillers,ITM-002719,Chiller,OC-013474,,0019s00000417qv,Service Provider,1/06/2025,32 Fiveways Blvd,Keysborough,VIC,3173,,,"32 Fiveways Blvd, Keysborough, VIC, 3173",-37.9901879,145.1504823,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013485,,0019s000004PmkJ,Service Provider,1/06/2025,"Unit 9, 25 Conquest Way",Hallam,VIC,3803,,,"Unit 9, 25 Conquest Way, Hallam, VIC, 3803",,,,failed
,,mechanical - chillers,ITM-002719,Chiller,OC-007914,,0019s000004aBm6,Manufacturer,1/06/2025,109-111 Northcorp Boulevard,Broadmeadows,VIC,3047,,,"109-111 Northcorp Boulevard, Broadmeadows, VIC, 3047",-37.6821677,144.9493745,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013380,,0019s000004aBm6,Manufacturer,1/06/2025,109-111 Northcorp Boulevard,Broadmeadows,VIC,3047,,,"109-111 Northcorp Boulevard, Broadmeadows, VIC, 3047",-37.6821677,144.9493745,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013467,,0019s000005CKSR,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013341,,0019s000005FJsb,Item Supplier,1/06/2025,22 Hargreaves St,Huntingdale,VIC,3166,,,"22 Hargreaves St, Huntingdale, VIC, 3166",-37.9089293,145.1056432,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-007902,,0019s000005J1AW,Manufacturer,1/06/2025,6-10 Souffi Place,DANDENONG SOUTH,VIC,3175,,,"6-10 Souffi Place, DANDENONG SOUTH, VIC, 3175",-38.0315538,145.1958594,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013368,,0019s000005J1AW,Manufacturer,1/06/2025,6-10 Souffi Place,DANDENONG SOUTH,VIC,3175,,,"6-10 Souffi Place, DANDENONG SOUTH, VIC, 3175",-38.0315538,145.1958594,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013428,,0019s000005wCep,Service Provider,1/06/2025,1 Chifley Drive,Moorabbin Airport,VIC ,3194,,,"1 Chifley Drive, Moorabbin Airport, VIC, 3194",-37.972656,145.1065059,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013401,,0019s0000061Rmf,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013478,,0019s000006mDhp,Service Provider,1/06/2025,108 Pruen Road,BERRIMAH,NT,828,,,"108 Pruen Road, BERRIMAH, NT, 828",-12.4368299,130.9279581,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013348,,0019s000006zuVO,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013469,,0019s000007Bsct,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013424,,0019s000007DhvU,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013359,,0019s000007HtK2,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013494,,0019s000007TTp9,Service Provider,1/06/2025,43 Frankston Gardens Drive,Carrum Downs,VIC,3201,,,"43 Frankston Gardens Drive, Carrum Downs, VIC, 3201",-38.1035837,145.1601068,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-007900,,0019s000007i80R,Manufacturer,1/06/2025,10 GABRIELLE COURT,BAYSWATER NORTH,VIC,3153,,,"10 GABRIELLE COURT, BAYSWATER NORTH, VIC, 3153",-37.8234462,145.2850341,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013366,,0019s000007i80R,Manufacturer,1/06/2025,10 GABRIELLE COURT,BAYSWATER NORTH,VIC,3153,,,"10 GABRIELLE COURT, BAYSWATER NORTH, VIC, 3153",-37.8234462,145.2850341,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013451,,0019s000007nxbD,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013354,,001On000001Jx2Y,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-007926,,001On000001NqOj,Manufacturer,1/06/2025,"100 Atlantic Drive,",Keysborough,VIC,3173,,,"100 Atlantic Drive, Keysborough, VIC, 3173",-38.0185178,145.1853267,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013392,,001On000001NqOj,Manufacturer,1/06/2025,"100 Atlantic Drive,",Keysborough,VIC,3173,,,"100 Atlantic Drive, Keysborough, VIC, 3173",-38.0185178,145.1853267,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013356,,001On000001O4TM,Item Supplier,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013346,,001On000001UnMM,Item Supplier,1/06/2025,36 Fennell St,Port Melbourne,VIC,3207,,,"36 Fennell St, Port Melbourne, VIC, 3207",-37.8286544,144.9383796,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013501,,001On000001cKA1,Wholesaler,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-007908,,001On0000021P1q,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013374,,001On0000021P1q,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013415,,001On00000241Xl,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013397,,001On000004Ardo,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013349,,001On000004lNQL,Item Supplier,1/06/2025,Suite 5/205-211 Forster Rd,Mount Waverley,VIC ,3149,,,"Suite 5/205-211 Forster Rd, Mount Waverley, VIC, 3149",-37.8992734,145.1286438,photon,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013442,,001On000005aM5a,Service Provider,1/06/2025,54 Duerdin St,Clayton,VIC,3168,,,"54 Duerdin St, Clayton, VIC, 3168",-37.9105567,145.1459436,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-007927,,001On000005uv43,Manufacturer,1/06/2025,144 Colchester RD,Bayswater North,VIC ,3153,,,"144 Colchester RD, Bayswater North, VIC, 3153",-37.8154182,145.3049622,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-013393,,001On000005uv43,Manufacturer,1/06/2025,144 Colchester RD,Bayswater North,VIC ,3153,,,"144 Colchester RD, Bayswater North, VIC, 3153",-37.8154182,145.3049622,nominatim,success
,,mechanical - chillers,ITM-002719,Chiller,OC-007901,,001On000008VZZl,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013367,,001On000008VZZl,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013408,,001On000008cBFa,Service Provider,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-007910,,001On000008gkBf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-013376,,001On000008gkBf,Manufacturer,1/06/2025,#N/A,#N/A,#N/A,#N/A,,,,,,,skipped
,,mechanical - chillers,ITM-002719,Chiller,OC-007921,,001On00000AlyNy,Manufacturer,1/06/2025,23-29 Factory Road,GRANVILLE,NSW,2142,,,"23-29 Factory Road, GRANVILLE, NSW, 2142",-33.8469243,151.0481503,photon,success
