Detailed Item ID  ↓,,Item Name,Item ID,Detailed Item Name,Organisation Capability,Organisation: Organisation Name,Organisation: Organisation ID,Capability Type,Validation Date,Organisation: Billing Street,Organisation: Billing City,Organisation: Billing State/Province,Organisation: Billing Zip/Postal Code,Sector Mapping ID,Sector Name
Subtotal,Count,14,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000209,,electrical - transformer,ITM-001644,Dry Transformer 550kv,OC-006218,,0019s0000070chb,Manufacturer,1/03/2024,10 Tyree Place,Braemar,NSW,2575,SM-000207,Power Transmission
,,electrical - transformer,ITM-001644,Dry Transformer 550kv,OC-006219,,0019s0000070djW,Manufacturer,1/03/2024,24 Swifts Court,Rockingham,WA,6168,,
,,electrical - transformer,ITM-001644,Dry Transformer 550kv,OC-000292,,001On00000F57Ep,Item Supplier,1/03/2024,1/1 Civic Avenue,Singleton,NSW,2330,,
,,electrical - transformer,ITM-001644,Dry Transformer 550kv,OC-006216,,001On00000JfZvt,Manufacturer,1/03/2024,"13 Yagine Close, ",Perth Airport,WA,6105,,
,,electrical - transformer,ITM-001644,Dry Transformer 550kv,OC-000293,,001On00000Jfa2p,Item Supplier,1/03/2024,"27-29 Mandarin Road,",Maddington,WA,6109,,
,,electrical - transformer,ITM-001644,Dry Transformer 550kv,OC-006217,,001On00000JfaU0,Manufacturer,1/03/2024,"8 Superior Drive,",Dandenong South,VIC,3175,,
Subtotal,Count,6,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000208,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-006214,,0019s0000070chb,Manufacturer,1/03/2024,10 Tyree Place,Braemar,NSW,2575,SM-000206,Power Transmission
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-006215,,0019s0000070djW,Manufacturer,1/03/2024,24 Swifts Court,Rockingham,WA,6168,,
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-000288,,001On000002wC9X,Item Supplier,1/03/2024,Bonville Avenue,Thornton,NSW,2322,,
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-000289,,001On00000F57Ep,Item Supplier,1/03/2024,1/1 Civic Avenue,Singleton,NSW,2330,,
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-000290,,001On00000JfZki,Item Supplier,1/03/2024,"52 Hope Valley Road,",Naval Base,WA,6165,,
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-006211,,001On00000JfZvt,Manufacturer,1/03/2024,"13 Yagine Close, ",Perth Airport,WA,6105,,
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-006212,,001On00000JfZw0,Manufacturer,1/03/2024,"15 West Street,",Wollongong,NSW,2520,,
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-000291,,001On00000Jfa2p,Item Supplier,1/03/2024,"27-29 Mandarin Road,",Maddington,WA,6109,,
,,electrical - transformer,ITM-001644,Dry Transformer 330kv,OC-006213,,001On00000JfaU0,Manufacturer,1/03/2024,"8 Superior Drive,",Dandenong South,VIC,3175,,
Subtotal,Count,9,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000207,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-006209,,0019s0000070chb,Manufacturer,1/03/2024,10 Tyree Place,Braemar,NSW,2575,SM-000205,Power Transmission
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-006210,,0019s0000070djW,Manufacturer,1/03/2024,24 Swifts Court,Rockingham,WA,6168,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-000282,,001On000002wC9X,Item Supplier,1/03/2024,Bonville Avenue,Thornton,NSW,2322,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-000286,,001On00000BYH1i,Item Supplier,1/03/2024,"89 Beringarra Avenue,",Malaga,WA,6090,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-000283,,001On00000F57Ep,Item Supplier,1/03/2024,1/1 Civic Avenue,Singleton,NSW,2330,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-000284,,001On00000JfZki,Item Supplier,1/03/2024,"52 Hope Valley Road,",Naval Base,WA,6165,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-006206,,001On00000JfZvt,Manufacturer,1/03/2024,"13 Yagine Close, ",Perth Airport,WA,6105,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-006207,,001On00000JfZw0,Manufacturer,1/03/2024,"15 West Street,",Wollongong,NSW,2520,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-000285,,001On00000Jfa2p,Item Supplier,1/03/2024,"27-29 Mandarin Road,",Maddington,WA,6109,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-006208,,001On00000JfaU0,Manufacturer,1/03/2024,"8 Superior Drive,",Dandenong South,VIC,3175,,
,,electrical - transformer,ITM-001644,Dry Transformer 232kv,OC-000287,,001On00000JfaUY,Item Supplier,1/03/2024,"243 Milperra Road,",Revesby,NSW,2212,,
Subtotal,Count,11,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000206,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-006204,,0019s0000070chb,Manufacturer,1/03/2024,10 Tyree Place,Braemar,NSW,2575,SM-000204,Power Transmission
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-006205,,0019s0000070djW,Manufacturer,1/03/2024,24 Swifts Court,Rockingham,WA,6168,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-000275,,001On000002wC9X,Item Supplier,1/03/2024,Bonville Avenue,Thornton,NSW,2322,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-000279,,001On00000BYH1i,Item Supplier,1/03/2024,"89 Beringarra Avenue,",Malaga,WA,6090,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-000276,,001On00000F57Ep,Item Supplier,1/03/2024,1/1 Civic Avenue,Singleton,NSW,2330,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-000277,,001On00000JfZki,Item Supplier,1/03/2024,"52 Hope Valley Road,",Naval Base,WA,6165,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-006200,,001On00000JfZvt,Manufacturer,1/03/2024,"13 Yagine Close, ",Perth Airport,WA,6105,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-006201,,001On00000JfZw0,Manufacturer,1/03/2024,"15 West Street,",Wollongong,NSW,2520,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-000278,,001On00000Jfa2p,Item Supplier,1/03/2024,"27-29 Mandarin Road,",Maddington,WA,6109,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-006202,,001On00000Jfa3H,Manufacturer,1/03/2024,"27/ 10 Anderson Street,",Banksmeadow,NSW,2019,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-000281,,001On00000Jfa3z,Item Supplier,1/03/2024,"20-22 Rivulet Crescent,",Albion Park Rail,NSW,2527,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-006203,,001On00000JfaU0,Manufacturer,1/03/2024,"8 Superior Drive,",Dandenong South,VIC,3175,,
,,electrical - transformer,ITM-001644,Dry Transformer 132kv,OC-000280,,001On00000JfaUY,Item Supplier,1/03/2024,"243 Milperra Road,",Revesby,NSW,2212,,
Subtotal,Count,13,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000205,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-006198,,0019s0000070chb,Manufacturer,1/03/2024,10 Tyree Place,Braemar,NSW,2575,SM-000203,Power Transmission
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-006199,,0019s0000070djW,Manufacturer,1/03/2024,24 Swifts Court,Rockingham,WA,6168,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-000268,,001On000002wC9X,Item Supplier,1/03/2024,Bonville Avenue,Thornton,NSW,2322,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-000272,,001On00000BYH1i,Item Supplier,1/03/2024,"89 Beringarra Avenue,",Malaga,WA,6090,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-000269,,001On00000F57Ep,Item Supplier,1/03/2024,1/1 Civic Avenue,Singleton,NSW,2330,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-000270,,001On00000JfZki,Item Supplier,1/03/2024,"52 Hope Valley Road,",Naval Base,WA,6165,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-006194,,001On00000JfZvt,Manufacturer,1/03/2024,"13 Yagine Close, ",Perth Airport,WA,6105,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-006195,,001On00000JfZw0,Manufacturer,1/03/2024,"15 West Street,",Wollongong,NSW,2520,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-000271,,001On00000Jfa2p,Item Supplier,1/03/2024,"27-29 Mandarin Road,",Maddington,WA,6109,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-006196,,001On00000Jfa3H,Manufacturer,1/03/2024,"27/ 10 Anderson Street,",Banksmeadow,NSW,2019,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-000274,,001On00000Jfa3z,Item Supplier,1/03/2024,"20-22 Rivulet Crescent,",Albion Park Rail,NSW,2527,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-006197,,001On00000JfaU0,Manufacturer,1/03/2024,"8 Superior Drive,",Dandenong South,VIC,3175,,
,,electrical - transformer,ITM-001644,Dry Transformer 110kv,OC-000273,,001On00000JfaUY,Item Supplier,1/03/2024,"243 Milperra Road,",Revesby,NSW,2212,,
Subtotal,Count,13,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000204,,electrical - circuit breakers,ITM-002995,Disconnecting Circuit Breaker,OC-000264,,0017F00001ueJ2b,Item Supplier,1/03/2024,"757 Ann Street,",Fortitude Valley,QLD,4006,SM-000202,Power Transmission
,,electrical - circuit breakers,ITM-002995,Disconnecting Circuit Breaker,OC-000265,,001On00000Ay6MY,Item Supplier,1/03/2024,"885 Mountain Highway,",Bayswater,VIC,3153,,
Subtotal,Count,2,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000203,,electrical - switchgear,ITM-001627,Disconnect Switches,,,,,1/03/2024,#N/A,#N/A,#N/A,#N/A,SM-000201,Power Transmission
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000202,,control hardware,ITM-008304,Dead-End Hardware,OC-000448,,001On00000ApZPS,Manufacturer,1/03/2024,63 Glenbarry Road,Campbellfield,VIC,3061,SM-000200,Power Transmission
,,control hardware,ITM-008304,Dead-End Hardware,OC-000263,,001On00000IYkpR,Item Supplier,1/03/2024,"G05, 171 Union Road,",Surrey Hills,VIC,3127,,
,,control hardware,ITM-008304,Dead-End Hardware,OC-000447,,001On00000Jfa8V,Manufacturer,1/03/2024,"24 Fawcett Crescent,",Perth Airport,WA,6105,,
,,control hardware,ITM-008304,Dead-End Hardware,OC-003982,,001On00000JuNF8,Supplier,1/03/2024,"190 Power Street,",Glendenning,NSW ,2761,,
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000201,,electrical - corona ring,ITM-009830,Corona Ring,OC-000446,,001On00000Jfa8V,Manufacturer,1/03/2024,"24 Fawcett Crescent,",Perth Airport,WA,6105,SM-000199,Power Transmission
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000200,,control panels,ITM-002350,Control Cabinet,OC-000010,,0012t000002Z0qb,Assembler,1/03/2024,11-13 Moncrief Rd,Nunawading,VIC,3131,SM-000198,Power Transmission
,,control panels,ITM-002350,Control Cabinet,OC-001134,,0015K000004frvp,Service Provider,1/03/2024,"100 Regency Road,",Ferryden Park,SA,5010,,
,,control panels,ITM-002350,Control Cabinet,OC-000011,,001On000007p6iT,Assembler,1/03/2024,"3 Gidgie Court,",Edinburgh,SA,5111,,
,,control panels,ITM-002350,Control Cabinet,OC-000444,,001On00000Cw5zm,Manufacturer,1/03/2024,"3 Douglas Mawson Drive,",Dubbo,NSW,2830,,
,,control panels,ITM-002350,Control Cabinet,OC-000445,,001On00000E7J7b,Manufacturer,1/03/2024,"2 Wella Way,",Somersby,NSW,2250,,
,,control panels,ITM-002350,Control Cabinet,OC-001138,,001On00000EK1jF,Service Provider,1/03/2024,"100 Northlink Place,",Virginia,QLD,4014,,
,,control panels,ITM-002350,Control Cabinet,OC-001137,,001On00000JfZqu,Service Provider,1/03/2024,"11/200 Wellington Street,",East Perth,WA,6004,,
,,control panels,ITM-002350,Control Cabinet,OC-001135,,001On00000JfZrc,Service Provider,1/03/2024,"57 McLellan Road,",Bordertown,SA,5268,,
,,control panels,ITM-002350,Control Cabinet,OC-001136,,001On00000JfaSN,Service Provider,1/03/2024,"115 Morphett Road,",Morphettville,SA,5043,,
,,control panels,ITM-002350,Control Cabinet,OC-000261,,001On00000JfaUu,Item Supplier,1/03/2024,"38 Coulson Way,",Canning Vale,WA,6155,,
Subtotal,Count,10,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000199,,electrical - connectors/splices,ITM-009828,Connectors and Splices,OC-000443,,001On00000ApZPS,Manufacturer,1/03/2024,63 Glenbarry Road,Campbellfield,VIC,3061,SM-000197,Power Transmission
,,electrical - connectors/splices,ITM-009828,Connectors and Splices,OC-000205,,001On00000IYkpR,Item Supplier,1/03/2024,"G05, 171 Union Road,",Surrey Hills,VIC,3127,,
,,electrical - connectors/splices,ITM-009828,Connectors and Splices,OC-000260,,001On00000JuNF8,Item Supplier,1/03/2024,"190 Power Street,",Glendenning,NSW ,2761,,
Subtotal,Count,3,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000198,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005295,,0015K000004SmeW,Manufacturer,1/03/2024,"141 KING GEORGE STREET,",Cohuna,VIC,3568,SM-000196,Power Transmission
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005301,,0015K000004WqwV,Manufacturer,1/03/2024,133-199 Ferris Road,Melton South,VIC,3338,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005302,,0015K000004dOyQ,Manufacturer,1/03/2024,"2 Waldaree Street,",Gepps Cross,SA,5094,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005299,,0015m000003cDQP,Manufacturer,1/03/2024,McNabb,Berwick,vic,3806,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005298,,0017F00001ueIl0,Manufacturer,1/03/2024,251 Salmon Street,Port melbourne,Victoria,3207,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005300,,0019s000003LQih,Manufacturer,1/03/2024,"661 Ingham Road,",Mount Louisa,QLD,4814,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005290,,001On000002Xn95,Item Supplier,1/03/2024,"Unit 7, 7-9 Brough Street,",Springvale,VIC,3171,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005303,,001On000006HQh4,Manufacturer,1/03/2024,"2-10 Arkwright Drive,",Dandenong South,VIC,3175,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005297,,001On00000JfZoz,Manufacturer,1/03/2024,"Suite 2 Level 1, 20 English Street,","Essendon Fields,",VIC,3041,,
,,coloured surface treatment,ITM-004180,Concrete Surface Treatment and Coatings,OC-005296,,001On00000JfabY,Manufacturer,1/03/2024,"Level 2, 302 Selby Street North",Osborne Park,WA,6017,,
Subtotal,Count,10,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000197,,grout,ITM-003523,Concrete Repair Products and Services,OC-005289,,001On000002Xn95,Item Supplier,1/03/2024,"Unit 7, 7-9 Brough Street,",Springvale,VIC,3171,SM-000195,Power Transmission
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000196,,concrete - additives,ITM-009824,Concrete Additives/Admixtures,OC-005288,,001On000002Xn95,Item Supplier,1/03/2024,"Unit 7, 7-9 Brough Street,",Springvale,VIC,3171,SM-000194,Power Transmission
Subtotal,Count,1,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000195,,concrete,ITM-002048,Concrete,OC-005294,,0015K000004FSZV,Manufacturer,1/03/2024,"191 Drummond Street,",Carlton,VIC,3053,SM-000193,Power Transmission
,,concrete,ITM-002048,Concrete,OC-006479,,0015K000004IWUj,Manufacturer,1/03/2024,"Level 8, Tower B, 799 Pacific Highway,",Chatswood,NSW,2067,,
,,concrete,ITM-002048,Concrete,OC-005292,,0015K000004SmeW,Manufacturer,1/03/2024,"141 KING GEORGE STREET,",Cohuna,VIC,3568,,
,,concrete,ITM-002048,Concrete,OC-005293,,0015K000004WqmV,Manufacturer,1/03/2024,"42 Kenny Road,",Horsham,VIC,3400,,
,,concrete,ITM-002048,Concrete,OC-006478,,0017F00001ueIl0,Manufacturer,1/03/2024,251 Salmon Street,Port melbourne,Victoria,3207,,
,,concrete,ITM-002048,Concrete,OC-006480,,0019s000003LQih,Manufacturer,1/03/2024,"661 Ingham Road,",Mount Louisa,QLD,4814,,
,,concrete,ITM-002048,Concrete,OC-006473,,001On0000028JKe,Manufacturer,1/03/2024,"750 Lorimer Street,",Port Melbourne Victoria ,VIC,3207,,
,,concrete,ITM-002048,Concrete,OC-006475,,001On000009DlAr,Manufacturer,1/03/2024,"221 Northbourne Rd,",Campbellfield,VIC,3061,,
,,concrete,ITM-002048,Concrete,OC-006476,,001On00000I94V7,Manufacturer,1/03/2024,"18 Station Avenue,",Darra,QLD,4076,,
,,concrete,ITM-002048,Concrete,OC-006477,,001On00000JfZoz,Manufacturer,1/03/2024,"Suite 2 Level 1, 20 English Street,","Essendon Fields,",VIC,3041,,
,,concrete,ITM-002048,Concrete,OC-006474,,001On00000Jfaaq,Manufacturer,1/03/2024,12 Sabre Crescent,JANDAKOT,WA,6164,,
Subtotal,Count,11,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000194,,electrical - capacitor banks,ITM-009836,Capacitor Banks,OC-000241,,0017F00001ueJ2b,Item Supplier,1/03/2024,"757 Ann Street,",Fortitude Valley,QLD,4006,SM-000359,Renewables/ Wind
,,electrical - capacitor banks,ITM-009836,Capacitor Banks,OC-000244,,001On000003MU0v,Item Supplier,1/03/2024,"4 Thomas Court,",Glen Waverley,VIC,3150,SM-000192,Power Transmission
,,electrical - capacitor banks,ITM-009836,Capacitor Banks,OC-000242,,001On000003MU0v,Item Supplier,1/03/2024,"4 Thomas Court,",Glen Waverley,VIC,3150,,
,,electrical - capacitor banks,ITM-009836,Capacitor Banks,OC-000243,,001On00000BSuDs,Item Supplier,1/03/2024,0,Melbourne,VIC,3000,,
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,2,
DITM-000193,,electrical - cable terminations/joints,ITM-009834,Cable Terminations and Joints,OC-000234,,0015K000004k2Qe,Item Supplier,1/03/2024,"27-29 Federal Street,",North Hobart,TAS,7000,SM-000191,Power Transmission
,,electrical - cable terminations/joints,ITM-009834,Cable Terminations and Joints,OC-000240,,0017F00001ueInU,Item Supplier,1/03/2024,#N/A,#N/A,#N/A,#N/A,,
,,electrical - cable terminations/joints,ITM-009834,Cable Terminations and Joints,OC-000237,,0019s000004Z9eR,Item Supplier,1/03/2024,"Level 15, 300 La Trobe Street",MELBOURNE,VIC,3000,,
,,electrical - cable terminations/joints,ITM-009834,Cable Terminations and Joints,OC-000238,,0019s000005Cl7e,Item Supplier,1/03/2024,Bapaume Road,MooreBank,NSW,2170,,
,,electrical - cable terminations/joints,ITM-009834,Cable Terminations and Joints,OC-000236,,0019s000006X6yX,Item Supplier,1/03/2024,"1 Heathcote Road,",Liverpool,NSW,2170,,
,,electrical - cable terminations/joints,ITM-009834,Cable Terminations and Joints,OC-000235,,0019s0000070wMv,Item Supplier,1/03/2024,190 Power Street,Glendenning,NSW,2761,,
,,electrical - cable terminations/joints,ITM-009834,Cable Terminations and Joints,OC-000239,,001On00000Jfa9w,Item Supplier,1/03/2024,"72 Somersby Falls Road,",Somersby,NSW,2250,,
Subtotal,Count,7,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000192,,electrical - busbar,ITM-002567,Busbar,OC-005341,,0019s000005p098,Manufacturer,1/03/2024,"120 Days Road,",Ferryden Park,SA,5010,SM-000190,Power Transmission
,,electrical - busbar,ITM-002567,Busbar,OC-005342,,001On0000070WVL,Manufacturer,1/03/2024,"45 York Road,",Ingleburn,NSW,2565,,
,,electrical - busbar,ITM-002567,Busbar,OC-005340,,001On000009mUeb,Manufacturer,1/03/2024,10 Brennan Close,ASQUITH,NSW,2077,,
,,electrical - busbar,ITM-002567,Busbar,OC-000230,,001On00000IYkpR,Item Supplier,1/03/2024,"G05, 171 Union Road,",Surrey Hills,VIC,3127,,
,,electrical - busbar,ITM-002567,Busbar,OC-000229,,001On00000JfSqW,Item Supplier,1/03/2024,"133 Alexander Street,",Crows Nest,NSW,2065,,
,,electrical - busbar,ITM-002567,Busbar,OC-005339,,001On00000JfZjt,Manufacturer,1/03/2024,"21 Lathe Street,",Virginia,QLD,4014,,
Subtotal,Count,6,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000191,,electrical - armour rods,ITM-009829,Armour Rods,OC-000433,,001On00000ApZPS,Manufacturer,1/03/2024,63 Glenbarry Road,Campbellfield,VIC,3061,SM-000189,Power Transmission
,,electrical - armour rods,ITM-009829,Armour Rods,OC-000215,,001On00000IYkpR,Item Supplier,1/03/2024,"G05, 171 Union Road,",Surrey Hills,VIC,3127,,
,,electrical - armour rods,ITM-009829,Armour Rods,OC-000432,,001On00000Jfa8V,Manufacturer,1/03/2024,"24 Fawcett Crescent,",Perth Airport,WA,6105,,
,,electrical - armour rods,ITM-009829,Armour Rods,OC-000681,,001On00000JuNF8,Parts Supplier,1/03/2024,"190 Power Street,",Glendenning,NSW ,2761,,
Subtotal,Count,4,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000190,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005322,,0015m000003JJHX,Manufacturer,1/03/2024,22 Rocklea Drive,Port Melbourne,VIC,3207,SM-000188,Power Transmission
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005330,,0017F00001ueIl4,Manufacturer,1/03/2024,#N/A,#N/A,#N/A,#N/A,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005324,,0019s000005Bn3U,Manufacturer,1/03/2024,"25-29 Japaddy St,",Mordialloc,VIC,3195,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005312,,0019s000005Lqeo,Manufacturer,1/03/2024,"370 Bacchus Marsh Road,",Corio,VIC,3214,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005331,,0019s0000064AmL,Manufacturer,1/03/2024,"36-38 Della Torre Road,",Moe,VIC,3825,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005325,,0019s000006TnEW,Manufacturer,1/03/2024,"6 Minchington Road,",Morwell,VIC,3840,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005314,,001On00000GK4j1,Manufacturer,1/03/2024,"16 Osboldstone Rd,",Wangaratta,VIC,3677,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005328,,001On00000HNA6c,Manufacturer,1/03/2024,"61-67 Plymouth Road,",Wingfield,SA,5013,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005320,,001On00000IvzxQ,Manufacturer,1/03/2024,"20 Fulton Dr,",Derrimut,VIC,3030,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005329,,001On00000JfZjt,Manufacturer,1/03/2024,"21 Lathe Street,",Virginia,QLD,4014,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005332,,001On00000JfZpY,Manufacturer,1/03/2024,"119 - 125 Quarry Road,",Murwillumbah,NSW,2484,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005310,,001On00000JfZqC,Manufacturer,1/03/2024,12-16 Catalano Road,CANNING VALE,WA,6163,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005326,,001On00000JfZrB,Manufacturer,1/03/2024,"Lot 2, Town Common Road,",Goondiwindi,NSW,4390,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005313,,001On00000JfZvJ,Manufacturer,1/03/2024,"151 Tile Street,",Wacol,QLD,4076,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005311,,001On00000JfZwt,Manufacturer,1/03/2024,"Level 21/ 25 Grenfell Street,",Adelaide,SA,5000,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005316,,001On00000Jfa36,Manufacturer,1/03/2024,"F1, 42 Glenbarry Rd,",Campbellfield,VIC,3061,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005323,,001On00000Jfa86,Manufacturer,1/03/2024,"Unit 2, 7-9 Seville St,",Fairfield East,NSW,2165,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005319,,001On00000JfaEa,Manufacturer,1/03/2024,"10 Blain Drive,",Canning Vale,QLD,4680,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005315,,001On00000JfaF9,Manufacturer,1/03/2024,"21-23 Flinders Parade,",North Lakes,QLD,4509,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005321,,001On00000JfaNq,Manufacturer,1/03/2024,"Bayside Industrial Coating, 5 Cashmore Rd",Portland,VIC ,3305,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005318,,001On00000JfaO0,Manufacturer,1/03/2024,"76 North Terrace,",Kent Town,SA,5067,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005317,,001On00000JfaO2,Manufacturer,1/03/2024,"Factory 1/153 Edgecombe Road,",Kyneton,VIC,3444,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005327,,001On00000JfaSv,Manufacturer,1/03/2024,"69-71 Clapham Road,",Sefton,NSW,2162,,
,,fencing and gates,ITM-001971,Anti-Climbing Fence,OC-005309,,001On00000JfaVD,Manufacturer,1/03/2024,"59 - 61Alexanders Road,",Morewell,VIC,3840,,
Subtotal,Count,24,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000189,,electrical - marker balls,ITM-009831,Aerial Marker Balls,OC-000209,,001On00000JfaUo,Item Supplier,1/03/2024,"Unit 5/ 1470 Ferntree Gully Road,",Knoxfield,VIC,3180,SM-000187,Power Transmission
,,electrical - marker balls,ITM-009831,Aerial Marker Balls,OC-000208,,001On00000JuNF8,Item Supplier,1/03/2024,"190 Power Street,",Glendenning,NSW ,2761,,
Subtotal,Count,2,,,,,,,,#N/A,#N/A,#N/A,#N/A,1,
DITM-000167,,hydrogen cooling system,ITM-009844,Hydrogen Production Cooling System,OC-004066,,0015K000004S2vZ,Supplier,1/09/2023,"Suite 102, Level 1, 7-9 Irvine Place,",Bella Vista,NSW,2153,SM-000165,Hydrogen Generation & Storage
,,hydrogen cooling system,ITM-009844,Hydrogen Production Cooling System,OC-002568,,0015K000004SS0b,Service Provider,1/09/2023,14 Trade Place,Vermont,VIC,3133,,
,,hydrogen cooling system,ITM-009844,Hydrogen Production Cooling System,OC-004063,,0015K000004gFg5,Supplier,1/09/2023,#N/A,#N/A,#N/A,#N/A,,
